N_unmapped	276569	276569	276569
N_multimapping	72520	72520	72520
N_noFeature	1230668	1318271	1318959
N_ambiguous	17985	4585	4447
ENSG00000279928	0	0	0
ENSG00000228037	0	0	0
ENSG00000142611	0	0	0
ENSG00000284616	0	0	0
ENSG00000157911	0	0	0
ENSG00000269896	0	0	0
ENSG00000228463	5	4	1
ENSG00000260972	0	0	0
ENSG00000224340	0	0	0
ENSG00000226374	0	0	0
ENSG00000229280	0	0	0
ENSG00000142655	2	3	0
ENSG00000232596	4	2	2
ENSG00000235054	3	2	1
ENSG00000231510	0	0	0
ENSG00000149527	0	0	0
ENSG00000284739	0	0	0
ENSG00000171621	0	0	0
ENSG00000272235	4	1	3
ENSG00000284694	1	0	1
ENSG00000224387	0	0	0
ENSG00000142583	4	2	2
ENSG00000284674	0	0	0
ENSG00000224338	0	0	0
ENSG00000287727	5	3	2
ENSG00000286448	1	0	1
ENSG00000284703	3	2	1
ENSG00000226457	0	0	0
ENSG00000173614	7	2	5
ENSG00000215720	0	0	0
ENSG00000241326	0	0	0
ENSG00000233623	0	0	0
ENSG00000162592	1	0	1
ENSG00000204624	4	2	2
ENSG00000142606	0	1	0
ENSG00000225931	0	0	0
ENSG00000171729	0	0	0
ENSG00000279457	2	2	0
ENSG00000229393	0	0	0
ENSG00000037637	15	9	6
ENSG00000287586	4	3	1
ENSG00000159423	3	0	3
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000157916	4	2	2
ENSG00000157881	5	2	3
ENSG00000238290	0	0	0
ENSG00000225387	1	1	0
ENSG00000048707	33	18	15
ENSG00000225196	0	0	0
ENSG00000162444	0	0	0
ENSG00000279625	0	0	0
ENSG00000180758	2	0	2
ENSG00000184677	11	6	5
ENSG00000288398	0	0	0
ENSG00000224621	0	0	0
ENSG00000285833	0	0	0
ENSG00000131697	1	0	1
ENSG00000284692	3	2	1
ENSG00000284745	0	0	0
ENSG00000280222	6	4	2
ENSG00000285945	0	0	0
ENSG00000197921	0	0	0
ENSG00000233755	0	0	0
ENSG00000233929	0	0	0
ENSG00000234166	0	0	1
ENSG00000235282	0	0	0
ENSG00000055070	5	1	6
ENSG00000175087	4	2	2
ENSG00000230035	0	0	0
ENSG00000225643	1	1	0
ENSG00000284666	0	0	0
ENSG00000228943	4	2	2
ENSG00000234397	0	0	0
ENSG00000284309	0	0	0
ENSG00000162511	112	87	119
ENSG00000158014	0	0	0
ENSG00000204138	14	10	4
ENSG00000233419	0	0	0
ENSG00000235263	1	0	1
ENSG00000228176	0	0	0
ENSG00000231251	0	0	0
ENSG00000142675	0	0	0
ENSG00000197245	0	0	0
ENSG00000130772	0	0	0
ENSG00000215899	0	0	0
ENSG00000271398	0	0	0
ENSG00000225011	0	0	0
ENSG00000235069	0	0	0
ENSG00000284676	6	3	3
ENSG00000237058	0	0	0
ENSG00000233399	2	2	0
ENSG00000090020	2	2	0
ENSG00000157978	22	13	9
ENSG00000130770	13	8	10
ENSG00000229044	0	1	0
ENSG00000162512	1	0	1
ENSG00000158006	6	1	5
ENSG00000214812	0	0	0
ENSG00000126698	24	14	10
ENSG00000229447	0	0	0
ENSG00000229607	0	0	0
ENSG00000130766	0	0	0
ENSG00000168528	0	0	0
ENSG00000196581	2	2	0
ENSG00000169403	0	0	0
ENSG00000084628	3	3	0
ENSG00000060688	20	8	12
ENSG00000171612	3	2	1
ENSG00000270927	0	0	0
ENSG00000188910	0	0	0
ENSG00000230523	8	6	2
ENSG00000158161	4	3	1
ENSG00000142684	0	0	0
ENSG00000121769	9	4	5
ENSG00000142627	0	0	0
ENSG00000284668	0	0	0
ENSG00000233234	0	0	0
ENSG00000142632	0	1	0
ENSG00000234593	3	0	3
ENSG00000270605	2	1	1
ENSG00000189337	0	1	0
ENSG00000235143	2	1	1
ENSG00000225478	1	0	1
ENSG00000028137	0	0	0
ENSG00000204464	0	0	0
ENSG00000233372	0	0	0
ENSG00000283259	1	1	0
ENSG00000284543	7	6	1
ENSG00000130939	5	2	3
ENSG00000175147	5	4	2
ENSG00000127472	3	2	1
ENSG00000060656	1	1	0
ENSG00000163867	4	3	1
ENSG00000232768	0	0	0
ENSG00000230214	0	0	0
ENSG00000189280	0	0	0
ENSG00000134698	13	7	6
ENSG00000272420	1	0	1
ENSG00000132881	0	0	0
ENSG00000273274	2	2	0
ENSG00000236648	1	0	1
ENSG00000232273	0	0	0
ENSG00000009709	0	0	0
ENSG00000287396	0	0	0
ENSG00000158008	0	0	0
ENSG00000130940	0	0	0
ENSG00000163879	3	1	2
ENSG00000227527	0	0	0
ENSG00000116954	7	4	3
ENSG00000228589	0	0	0
ENSG00000163873	3	2	1
ENSG00000117215	1	1	0
ENSG00000230163	0	2	2
ENSG00000227538	2	1	1
ENSG00000044012	0	0	0
ENSG00000179051	3	0	5
ENSG00000215895	0	0	0
ENSG00000284650	2	1	1
ENSG00000237329	0	0	0
ENSG00000236948	0	0	0
ENSG00000126067	15	8	7
ENSG00000274944	0	0	0
ENSG00000272078	0	0	0
ENSG00000230451	0	0	0
ENSG00000231606	0	0	0
ENSG00000215900	0	0	0
ENSG00000284632	1	1	0
ENSG00000241014	0	0	0
ENSG00000054118	21	8	13
ENSG00000254553	0	0	0
ENSG00000284653	1	0	1
ENSG00000237749	0	0	0
ENSG00000276747	1	1	0
ENSG00000284705	0	0	0
ENSG00000228776	0	0	0
ENSG00000159339	6	3	3
ENSG00000261781	0	0	0
ENSG00000284743	0	0	0
ENSG00000158315	0	0	0
ENSG00000186973	0	0	0
ENSG00000146463	9	2	8
ENSG00000271741	0	0	0
ENSG00000142686	1	1	0
ENSG00000224751	0	0	0
ENSG00000117148	0	0	0
ENSG00000230585	0	0	0
ENSG00000117000	18	9	9
ENSG00000284989	0	0	0
ENSG00000231630	0	0	0
ENSG00000092853	16	6	12
ENSG00000255811	1	1	2
ENSG00000134697	19	8	11
ENSG00000187513	0	0	0
ENSG00000225142	0	0	0
ENSG00000230138	1	0	1
ENSG00000223390	1	2	0
ENSG00000284720	1	1	0
ENSG00000225671	0	0	0
ENSG00000116151	1	1	0
ENSG00000006555	0	0	0
ENSG00000236111	5	4	1
ENSG00000066056	4	3	1
ENSG00000214114	6	4	2
ENSG00000116544	1	1	0
ENSG00000231900	0	0	0
ENSG00000236723	0	2	1
ENSG00000232467	0	0	0
ENSG00000117016	1	1	0
ENSG00000169213	25	11	14
ENSG00000163866	12	10	6
ENSG00000237130	0	0	0
ENSG00000232335	1	3	0
ENSG00000260971	3	1	2
ENSG00000284696	2	2	0
ENSG00000238242	0	0	0
ENSG00000285839	0	0	0
ENSG00000232762	0	0	0
ENSG00000162384	6	4	2
ENSG00000162391	0	0	0
ENSG00000117859	20	9	11
ENSG00000228121	0	0	0
ENSG00000253313	0	0	0
ENSG00000162396	0	0	0
ENSG00000284686	0	0	0
ENSG00000162378	13	5	8
ENSG00000233079	5	4	1
ENSG00000259818	0	0	0
ENSG00000229444	0	0	0
ENSG00000240563	1	0	1
ENSG00000234318	1	1	0
ENSG00000284773	0	0	0
ENSG00000234481	0	0	0
ENSG00000117862	2	1	1
ENSG00000235612	0	0	0
ENSG00000228369	0	0	0
ENSG00000227485	1	1	0
ENSG00000224609	2	1	1
ENSG00000235545	1	0	1
ENSG00000236646	0	0	0
ENSG00000232198	0	0	0
ENSG00000238063	3	1	2
ENSG00000227104	0	0	0
ENSG00000243725	2	1	1
ENSG00000171872	8	4	4
ENSG00000162407	3	1	2
